transcript_id	gene_id	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
transcript33798	MSTRG.11459	30.41	25.35	28.54	14.76	14.29	18.90
transcript4026	MSTRG.1146	43.67	40.86	42.73	49.76	46.46	57.06
transcript33800	MSTRG.11460	34.16	31.93	35.06	19.40	19.36	22.59
transcript33803	MSTRG.11461	21.68	14.59	23.95	17.55	18.03	21.74
transcript33806	MSTRG.11462	127.22	55.80	76.80	33.32	31.17	29.93
transcript33807	MSTRG.11463	3.40	2.06	2.71	1.73	1.38	1.76
transcript33808	MSTRG.11464	12.75	8.82	13.51	8.22	7.61	7.06
transcript33813	MSTRG.11465	27.97	31.50	22.19	0.51	0.58	0.24
transcript33814	MSTRG.11466	22.07	25.39	20.47	2.98	2.40	2.35
transcript33818	MSTRG.11467	3.91	4.31	6.34	2.59	1.98	2.38
transcript33819	MSTRG.11468	1.00	0.26	0.55	10.42	10.58	12.51
transcript33821	MSTRG.11469	124.83	82.67	79.19	0.55	0.24	0.51
transcript4033	MSTRG.1147	70.72	75.39	106.79	66.75	66.27	103.74
transcript33822	MSTRG.11470	10.69	9.69	14.74	17.61	15.73	17.71
transcript33823	MSTRG.11471	2.21	4.00	4.39	0.35	0.27	0.39
transcript33824	MSTRG.11471	0.00	0.00	0.00	0.00	0.00	0.00
transcript33826	MSTRG.11472	40.71	38.27	46.48	3.49	3.45	3.30
transcript33832	MSTRG.11473	2.15	1.10	1.41	2.31	1.91	1.65
transcript33834	MSTRG.11474	7.91	9.76	8.31	9.31	7.13	13.64
transcript33835	MSTRG.11474	19.96	13.41	17.88	19.04	20.95	20.70
transcript33836	MSTRG.11475	60.28	46.47	51.50	122.63	139.31	149.77
transcript33837	MSTRG.11476	92.30	97.75	140.00	35.80	33.61	34.55
transcript33838	MSTRG.11477	303.10	312.07	399.32	87.22	78.74	84.69
transcript33842	MSTRG.11478	17.16	16.81	18.91	17.30	20.10	22.50
transcript33843	MSTRG.11479	3.63	3.81	4.48	2.86	2.10	2.66
transcript4035	MSTRG.1148	12.85	7.73	11.37	9.38	8.85	8.05
transcript33844	MSTRG.11480	16.86	16.15	20.30	5.93	5.17	6.11
transcript33845	MSTRG.11481	198.53	146.49	245.50	195.77	210.31	242.09
transcript33847	MSTRG.11482	3.82	6.98	7.57	0.26	0.14	0.19
transcript33849	MSTRG.11483	47.81	37.54	45.33	65.75	66.39	83.56
transcript33853	MSTRG.11484	19.21	18.85	25.62	9.42	11.43	16.75
transcript33854	MSTRG.11484	0.66	3.36	3.14	3.77	3.28	2.38
transcript33855	MSTRG.11484	0.00	0.00	0.00	0.00	0.00	0.00
transcript33856	MSTRG.11485	6.97	10.84	10.58	14.22	14.90	14.09
transcript33858	MSTRG.11486	4.70	3.43	4.92	22.50	32.13	24.47
transcript33863	MSTRG.11488	9.78	9.38	18.40	20.23	18.49	22.72
transcript33867	MSTRG.11489	4.10	5.85	2.36	9.86	13.85	12.65
transcript33868	MSTRG.11489	1.08	0.37	0.00	2.42	4.58	5.95
transcript4036	MSTRG.1149	2.68	1.85	3.37	23.92	31.30	48.64
transcript4037	MSTRG.1149	0.00	0.00	0.00	0.00	0.00	0.00
transcript33869	MSTRG.11490	9.65	9.31	14.18	7.62	7.14	6.43
transcript33870	MSTRG.11490	2.88	1.07	2.08	2.31	1.91	3.64
transcript33876	MSTRG.11491	5.75	0.59	0.72	592.93	670.63	859.92
transcript33877	MSTRG.11492	0.00	0.00	0.00	0.49	1.07	2.07
transcript33878	MSTRG.11493	4.99	0.00	0.54	382.76	451.30	629.28
transcript33881	MSTRG.11494	3.95	0.00	1.44	379.22	441.60	576.51
transcript33882	MSTRG.11495	8.13	0.00	1.51	675.28	729.11	1256.98
transcript33883	MSTRG.11496	14.55	0.00	3.24	1933.02	2063.11	2623.21
transcript33885	MSTRG.11497	0.00	0.00	0.00	0.00	0.00	0.00
transcript33886	MSTRG.11498	4.85	0.00	0.76	594.08	761.16	1151.57
transcript33887	MSTRG.11499	0.00	0.00	0.00	4.19	0.00	0.64
transcript615	MSTRG.115	6.90	4.78	5.86	3.26	2.45	1.04
transcript4038	MSTRG.1150	2.34	2.51	5.58	0.69	0.62	1.95
transcript33888	MSTRG.11500	0.00	0.00	0.00	12.28	8.06	15.51
transcript33892	MSTRG.11501	0.00	0.00	0.00	0.26	0.45	0.00
transcript33893	MSTRG.11501	9.38	7.93	9.34	7.98	6.81	8.56
transcript33894	MSTRG.11502	17.28	23.90	16.11	1.25	1.38	1.26
transcript33895	MSTRG.11502	5.47	9.09	8.92	0.30	0.57	0.87
transcript33900	MSTRG.11503	1.08	1.38	1.24	2.31	1.87	2.17
transcript33902	MSTRG.11504	10.93	10.21	12.86	12.67	10.82	12.46
transcript33904	MSTRG.11505	7.27	5.73	5.76	0.31	0.37	0.36
transcript33905	MSTRG.11506	35.47	29.80	48.35	20.24	23.05	23.24
transcript33906	MSTRG.11507	4.74	2.87	4.71	12.44	14.64	14.71
transcript33909	MSTRG.11508	25.20	19.29	23.81	21.77	14.17	21.50
transcript33912	MSTRG.11509	14.31	10.17	14.09	10.44	16.84	25.77
transcript33913	MSTRG.11509	0.00	0.56	0.26	0.00	0.00	0.00
transcript4040	MSTRG.1151	73.84	74.21	74.35	46.08	42.84	51.55
transcript33921	MSTRG.11510	90.11	55.95	48.79	24.20	24.00	21.29
transcript33922	MSTRG.11511	46.26	40.05	53.81	51.15	49.04	54.70
transcript33923	MSTRG.11512	18.50	29.05	41.89	11.16	10.21	14.81
transcript33924	MSTRG.11513	1.11	1.42	3.47	0.53	0.84	1.09
transcript33925	MSTRG.11514	8.50	3.47	5.84	3.78	3.40	3.59
transcript33927	MSTRG.11515	6.80	7.13	13.46	119.55	140.81	143.42
transcript33928	MSTRG.11515	1.00	0.74	2.41	15.41	11.95	14.23
transcript33929	MSTRG.11516	89.74	72.55	96.28	30.64	58.43	26.05
transcript33930	MSTRG.11517	87.10	74.21	87.83	24.05	30.73	14.74
transcript33931	MSTRG.11518	20.15	17.58	23.51	25.23	34.44	33.64
transcript33932	MSTRG.11519	204.03	98.85	79.94	9.21	9.90	5.79
transcript4045	MSTRG.1152	6.33	5.22	9.61	4.13	5.13	6.26
transcript33934	MSTRG.11520	14.84	15.75	15.51	9.57	8.40	10.44
transcript33937	MSTRG.11521	6.18	3.84	6.84	5.01	4.26	3.50
transcript33940	MSTRG.11522	31.79	16.07	22.16	14.82	13.43	15.60
transcript33945	MSTRG.11523	6.99	6.41	10.58	5.03	4.47	7.20
transcript33946	MSTRG.11523	1.03	0.55	0.13	0.00	0.00	0.09
transcript33972	MSTRG.11524	4.86	5.56	6.01	2.10	1.87	2.63
transcript33992	MSTRG.11525	47.30	30.17	36.83	31.58	25.62	29.68
transcript33993	MSTRG.11526	18.92	18.15	25.63	36.53	29.84	35.87
transcript33994	MSTRG.11527	4.76	3.92	6.24	5.64	6.80	8.09
transcript33995	MSTRG.11528	0.55	0.62	0.94	0.22	0.16	0.53
transcript33998	MSTRG.11529	6.55	6.49	9.07	4.23	3.77	4.91
transcript4049	MSTRG.1153	70.20	50.47	74.96	3.08	2.25	5.36
transcript34012	MSTRG.11531	7.29	7.94	13.77	4.55	4.46	5.86
transcript34013	MSTRG.11532	1.04	0.92	1.16	0.22	0.12	0.23
transcript34015	MSTRG.11533	7.89	7.82	13.13	5.88	6.74	5.81
transcript34022	MSTRG.11534	25.91	20.14	17.48	3.59	6.75	6.66
transcript34023	MSTRG.11534	3.80	6.30	2.57	2.89	1.99	1.97
transcript34024	MSTRG.11534	10.18	11.99	11.95	3.95	3.50	3.68
transcript34027	MSTRG.11535	0.98	2.09	0.61	0.00	0.00	0.00
transcript34031	MSTRG.11536	15.88	18.94	15.83	11.71	10.72	13.35
transcript34032	MSTRG.11537	31.45	20.70	35.03	33.67	27.33	31.50
transcript34036	MSTRG.11538	8.55	20.65	21.87	2.36	2.40	1.38
transcript34042	MSTRG.11539	6.56	5.29	7.28	2.95	2.45	2.57
transcript4052	MSTRG.1154	3.07	5.71	6.35	5.45	4.27	6.13
transcript34046	MSTRG.11540	1.83	3.76	2.50	0.00	0.00	0.00
transcript34052	MSTRG.11541	35.00	33.49	36.81	26.97	28.62	29.67
transcript34053	MSTRG.11542	17.99	15.96	20.01	17.20	14.00	16.42
transcript34055	MSTRG.11543	284.52	231.99	186.31	56.16	59.11	47.01
transcript34056	MSTRG.11544	24.51	26.88	24.65	2.97	4.48	5.81
transcript34057	MSTRG.11544	10.41	5.30	8.30	2.14	1.12	1.96
transcript34059	MSTRG.11545	16.89	17.01	24.84	12.07	10.66	13.78
transcript34060	MSTRG.11545	18.40	15.62	26.72	16.24	13.96	9.78
transcript34063	MSTRG.11546	13.31	9.33	11.58	16.25	12.04	14.14
transcript34064	MSTRG.11547	11.59	10.65	12.47	14.07	10.50	12.18
transcript34065	MSTRG.11547	25.86	24.97	30.93	26.31	25.64	28.40
transcript34066	MSTRG.11548	3.57	4.37	4.91	2.16	3.30	3.25
transcript34067	MSTRG.11549	91.62	64.84	76.24	15.04	16.20	13.51
transcript4056	MSTRG.1155	4.36	4.81	11.27	19.69	24.14	18.56
transcript34068	MSTRG.11550	40.48	36.79	50.77	156.61	172.75	197.50
transcript34070	MSTRG.11551	3.81	3.71	3.04	1.37	0.94	1.57
transcript34072	MSTRG.11552	14.95	13.98	18.33	14.40	13.94	15.39
transcript34073	MSTRG.11553	0.42	0.55	0.63	0.53	0.50	0.65
transcript34077	MSTRG.11554	1.46	1.85	2.68	0.92	0.40	0.71
transcript34078	MSTRG.11555	0.00	0.00	0.00	0.00	0.00	0.00
transcript34080	MSTRG.11556	6.62	4.78	6.03	2.82	2.48	3.70
transcript34084	MSTRG.11557	22.48	18.07	22.05	4.93	3.85	3.43
transcript34087	MSTRG.11558	9.61	4.68	4.28	2.31	1.85	1.32
transcript34088	MSTRG.11559	0.15	0.35	0.23	0.51	0.46	2.23
transcript4057	MSTRG.1156	9.29	5.35	5.92	0.41	0.89	0.46
transcript34090	MSTRG.11560	5.31	11.00	7.34	6.90	4.87	3.38
transcript34091	MSTRG.11560	63.95	53.21	51.88	58.39	59.21	58.44
transcript34093	MSTRG.11561	11.04	6.92	14.88	19.16	15.13	17.55
transcript34094	MSTRG.11562	3.50	4.58	7.67	5.59	7.24	8.24
transcript34095	MSTRG.11563	29.71	24.34	24.77	28.14	26.62	32.67
transcript34096	MSTRG.11564	22.67	17.98	36.13	6.57	6.78	7.32
transcript34097	MSTRG.11564	9.28	6.93	16.48	2.15	3.21	4.33
transcript34102	MSTRG.11565	22.99	33.01	24.66	22.92	21.04	21.71
transcript34103	MSTRG.11565	12.19	22.10	19.67	9.24	11.34	12.32
transcript34104	MSTRG.11565	18.88	23.47	22.42	17.86	14.28	17.19
transcript34105	MSTRG.11566	7.31	6.43	7.78	9.66	7.17	9.94
transcript34109	MSTRG.11567	4.63	1.29	3.67	5.40	3.38	2.07
transcript34110	MSTRG.11568	3.49	1.53	2.39	1.72	1.35	0.90
transcript34111	MSTRG.11569	11.81	11.22	12.55	7.43	6.54	7.95
transcript4060	MSTRG.1157	10.46	9.72	11.85	12.54	10.52	12.34
transcript34114	MSTRG.11570	7.54	9.15	8.05	0.92	0.58	1.32
transcript34126	MSTRG.11571	49.30	52.19	53.81	24.50	22.41	20.02
transcript34127	MSTRG.11571	43.63	46.33	45.47	12.67	11.06	11.38
transcript34130	MSTRG.11572	5.94	6.80	9.89	5.42	5.05	5.29
transcript34132	MSTRG.11573	40.46	29.31	40.55	100.63	121.63	107.84
transcript34133	MSTRG.11573	0.83	1.28	1.43	3.84	3.56	2.92
transcript34134	MSTRG.11574	8.71	8.36	11.16	23.75	15.07	20.40
transcript34137	MSTRG.11575	19.48	17.52	23.59	9.88	9.77	11.90
transcript34140	MSTRG.11576	126.92	89.64	59.26	50.23	44.85	38.89
transcript34141	MSTRG.11577	20.71	12.83	16.59	11.49	8.62	8.79
transcript34150	MSTRG.11578	76.24	70.37	87.13	62.15	54.63	62.16
transcript34153	MSTRG.11579	27.99	24.84	26.74	37.54	44.14	52.16
transcript4063	MSTRG.1158	0.08	1.83	0.12	0.00	0.00	0.00
transcript34154	MSTRG.11580	0.21	0.00	14.95	0.00	0.00	0.00
transcript34155	MSTRG.11581	12.22	11.32	18.78	2.23	3.08	2.45
transcript34156	MSTRG.11582	53.50	33.40	50.47	48.85	40.68	35.31
transcript34157	MSTRG.11583	13.24	12.63	15.91	9.83	8.33	10.99
transcript34162	MSTRG.11584	54.47	54.42	69.35	45.40	49.84	55.76
transcript34163	MSTRG.11584	0.14	0.33	0.31	0.91	0.69	0.79
transcript34167	MSTRG.11585	2.66	2.48	2.67	0.34	0.48	1.42
transcript34170	MSTRG.11586	62.77	46.39	61.41	62.44	61.78	71.08
transcript34173	MSTRG.11587	18.21	18.60	24.92	38.76	37.01	51.19
transcript34174	MSTRG.11587	0.37	0.44	0.25	1.66	0.85	1.45
transcript34177	MSTRG.11588	8.79	11.81	14.12	4.40	4.04	5.35
transcript34183	MSTRG.11589	7.38	7.45	7.69	9.86	9.19	12.58
transcript4068	MSTRG.1159	0.27	2.86	0.67	4.46	5.02	3.83
transcript34184	MSTRG.11590	12.27	10.60	13.63	2.04	1.50	0.88
transcript34185	MSTRG.11591	1.42	0.27	1.35	45.82	58.86	30.87
transcript34187	MSTRG.11592	19.46	24.33	25.92	28.35	19.67	42.54
transcript34190	MSTRG.11593	80.72	39.83	50.80	131.27	111.13	104.57
transcript34191	MSTRG.11594	1.84	1.40	2.32	2.69	2.59	4.47
transcript34194	MSTRG.11595	0.57	0.98	1.70	0.10	0.03	0.22
transcript34195	MSTRG.11596	11.02	4.58	7.58	7.94	5.47	5.60
transcript34196	MSTRG.11597	3.41	3.43	4.87	0.93	1.15	1.12
transcript34197	MSTRG.11598	0.00	0.00	0.00	0.00	0.00	0.00
transcript34198	MSTRG.11599	11.72	13.24	17.90	2.74	3.03	2.20
transcript616	MSTRG.116	7.66	7.10	11.54	2.60	2.42	2.74
transcript4070	MSTRG.1160	75.98	67.20	124.05	6.47	6.28	7.13
transcript34199	MSTRG.11600	48.21	23.71	26.22	2.93	3.09	1.97
transcript34202	MSTRG.11601	26.68	24.98	37.58	27.23	26.87	35.65
transcript34203	MSTRG.11602	19.27	13.57	20.01	11.81	11.75	17.39
transcript34204	MSTRG.11602	18.79	18.55	29.84	16.97	15.09	17.94
transcript34208	MSTRG.11603	3.00	2.93	4.64	10.13	10.51	7.21
transcript34209	MSTRG.11603	2.77	0.71	0.00	3.97	6.12	4.37
transcript34210	MSTRG.11604	7.26	6.59	9.17	6.88	6.67	10.04
transcript34211	MSTRG.11604	3.59	2.48	10.16	4.77	6.21	5.42
transcript34213	MSTRG.11605	42.24	75.13	104.37	22.35	19.60	50.04
transcript34214	MSTRG.11606	0.15	0.00	0.00	0.00	0.00	0.00
transcript34217	MSTRG.11607	8.05	6.21	11.09	1.63	1.34	2.02
transcript34218	MSTRG.11608	22.31	18.60	20.00	13.10	13.53	16.06
transcript34219	MSTRG.11609	2.54	0.56	2.15	2.93	3.89	3.65
transcript34220	MSTRG.11609	3.50	4.67	5.62	5.59	5.75	5.84
transcript4071	MSTRG.1161	0.00	0.00	0.05	0.00	0.00	0.05
transcript34222	MSTRG.11610	12.90	10.42	20.83	14.72	12.84	17.96
transcript34226	MSTRG.11611	4.39	2.69	4.14	4.28	4.89	3.38
transcript34227	MSTRG.11611	3.05	2.14	2.68	5.22	4.00	4.57
transcript34232	MSTRG.11612	15.44	9.25	12.36	8.93	11.81	16.96
transcript34234	MSTRG.11613	3.05	4.24	5.16	3.97	2.75	2.13
transcript34236	MSTRG.11614	37.75	35.36	45.00	18.07	17.52	20.57
transcript34237	MSTRG.11615	3.74	4.82	6.68	4.11	4.09	5.64
transcript34238	MSTRG.11615	18.11	20.86	29.59	24.69	27.83	32.07
transcript34244	MSTRG.11616	1.10	1.50	1.11	0.23	0.16	0.13
transcript34250	MSTRG.11617	13.13	13.18	16.86	5.92	6.06	4.94
transcript34251	MSTRG.11617	4.74	1.71	3.45	1.17	2.45	2.84
transcript34252	MSTRG.11617	10.94	2.48	11.34	4.19	2.85	7.12
transcript34255	MSTRG.11618	57.86	34.44	36.98	7.56	6.91	5.36
transcript34261	MSTRG.11619	13.24	12.77	16.87	11.38	10.71	11.98
transcript4074	MSTRG.1162	21.73	18.03	24.45	16.30	12.69	14.90
transcript34266	MSTRG.11620	1.63	0.29	0.75	2.19	1.69	1.96
transcript34267	MSTRG.11620	1.36	2.69	3.33	4.81	5.08	7.39
transcript34270	MSTRG.11621	0.00	0.00	0.00	0.00	0.00	0.00
transcript34271	MSTRG.11621	13.14	12.46	16.37	8.63	7.66	8.79
transcript34275	MSTRG.11622	32.16	27.10	39.87	32.15	27.49	33.92
transcript34276	MSTRG.11622	0.64	0.71	0.92	0.25	0.52	0.89
transcript34279	MSTRG.11623	48.91	25.00	24.63	33.63	28.17	24.70
transcript34285	MSTRG.11625	38.17	20.81	29.02	5.50	3.28	3.55
transcript34288	MSTRG.11626	39.07	32.51	36.76	17.75	22.73	21.23
transcript34289	MSTRG.11627	56.53	57.80	58.57	23.56	24.98	27.25
transcript34292	MSTRG.11628	6.59	6.79	9.28	5.25	3.83	4.64
transcript34293	MSTRG.11629	17.09	13.89	17.01	7.56	6.75	6.41
transcript4075	MSTRG.1163	1.83	2.00	2.84	20.47	17.93	16.25
transcript34295	MSTRG.11630	1.61	1.74	1.89	0.34	0.13	0.22
transcript34304	MSTRG.11631	19.89	19.27	27.28	21.40	18.78	22.44
transcript34306	MSTRG.11632	8.39	7.62	12.05	4.80	5.55	7.30
transcript34308	MSTRG.11633	10.44	9.07	8.20	3.43	3.49	3.84
transcript34309	MSTRG.11633	0.00	0.55	1.05	0.16	0.42	0.00
transcript34312	MSTRG.11634	184.10	103.28	21.62	73.97	97.52	69.47
transcript34315	MSTRG.11635	37.14	36.67	50.12	36.36	33.42	41.07
transcript34316	MSTRG.11635	0.00	0.00	0.00	10.02	7.55	8.85
transcript34321	MSTRG.11636	26.57	23.99	27.69	12.01	10.70	12.53
transcript34322	MSTRG.11636	0.98	5.06	1.28	2.14	1.74	1.90
transcript34327	MSTRG.11637	1094.98	861.93	1211.13	460.48	445.28	541.68
transcript34328	MSTRG.11637	1536.90	1249.12	1590.79	605.87	677.65	819.32
transcript34329	MSTRG.11637	296.17	162.34	225.52	152.01	138.16	182.58
transcript34342	MSTRG.11638	6.88	6.51	9.64	4.15	3.79	4.33
transcript34343	MSTRG.11639	21.85	17.04	27.20	27.48	26.73	30.35
transcript34344	MSTRG.11639	3.20	2.40	1.90	3.15	2.11	6.23
transcript4076	MSTRG.1164	55.40	30.20	47.59	30.15	25.29	25.69
transcript34346	MSTRG.11640	25.89	17.81	26.19	24.75	23.34	23.72
transcript34348	MSTRG.11641	35.01	29.97	42.70	41.78	35.30	42.32
transcript34356	MSTRG.11642	13.72	12.74	18.13	6.80	6.62	7.60
transcript34357	MSTRG.11642	19.85	28.93	33.26	14.84	12.04	15.34
transcript34370	MSTRG.11643	35.17	30.63	40.08	37.39	35.33	41.21
transcript34376	MSTRG.11644	624.05	394.59	351.56	138.66	122.88	121.02
transcript34379	MSTRG.11645	18.97	18.39	20.51	11.78	11.83	14.04
transcript34380	MSTRG.11645	0.00	0.00	1.47	0.00	0.39	0.00
transcript34383	MSTRG.11646	1683.03	1642.90	1768.71	104.00	112.77	65.99
transcript34388	MSTRG.11647	2075.13	2408.32	1965.19	425.39	428.60	301.44
transcript34391	MSTRG.11648	47.11	46.51	58.38	15.00	16.53	13.31
transcript34392	MSTRG.11648	5.29	0.68	4.21	2.20	1.00	0.40
transcript34393	MSTRG.11648	80.38	56.87	78.15	15.53	14.17	16.82
transcript34397	MSTRG.11649	13.96	12.86	19.19	31.02	33.14	39.38
transcript4077	MSTRG.1165	22.75	19.41	22.22	25.65	24.48	25.50
transcript34399	MSTRG.11650	1.26	3.33	2.10	2.46	2.67	2.16
transcript34403	MSTRG.11651	18.35	11.93	17.12	12.86	10.11	13.19
transcript34406	MSTRG.11652	35.99	26.81	40.63	31.79	29.42	35.85
transcript34410	MSTRG.11653	55.93	58.60	62.48	22.60	22.07	22.69
transcript34413	MSTRG.11654	1.19	1.25	0.78	0.09	0.24	0.19
transcript34414	MSTRG.11655	6.04	6.95	8.71	2.19	3.33	2.56
transcript34415	MSTRG.11656	34.09	34.65	46.98	42.97	38.77	44.31
transcript34416	MSTRG.11657	15.41	16.69	22.63	14.48	13.53	15.91
transcript34420	MSTRG.11658	28.37	12.77	18.06	5.12	4.92	5.19
transcript34422	MSTRG.11659	3.16	2.11	3.98	4.41	3.89	2.88
transcript34423	MSTRG.11659	11.37	9.12	14.45	16.63	26.03	18.60
transcript34424	MSTRG.11659	10.02	10.47	17.47	13.70	18.21	12.95
transcript4078	MSTRG.1166	5.38	3.89	3.69	3.15	2.62	3.00
transcript4079	MSTRG.1166	2.93	2.37	3.58	2.89	2.85	3.84
transcript34425	MSTRG.11660	34.12	31.72	39.49	24.08	20.97	21.41
transcript34428	MSTRG.11661	3.15	2.23	4.22	5.29	5.93	9.43
transcript34429	MSTRG.11662	16.82	10.74	14.25	10.89	10.76	12.42
transcript34430	MSTRG.11662	2.18	0.00	0.00	0.00	0.00	0.00
transcript34432	MSTRG.11663	39.30	48.95	38.69	12.38	9.44	4.11
transcript34434	MSTRG.11664	3.12	2.61	2.92	0.10	0.10	0.30
transcript34437	MSTRG.11665	5.46	7.78	11.60	1.84	2.04	4.32
transcript34438	MSTRG.11665	28.83	34.94	31.37	12.61	8.51	15.19
transcript34439	MSTRG.11665	8.06	15.70	14.59	6.52	10.01	9.76
transcript34443	MSTRG.11666	10.74	10.72	11.57	10.79	9.79	10.47
transcript34446	MSTRG.11667	28.40	31.45	54.83	12.75	11.91	13.77
transcript34447	MSTRG.11667	0.00	0.00	0.00	0.00	0.00	0.00
transcript34448	MSTRG.11668	0.00	0.00	0.00	0.00	0.00	0.00
transcript34449	MSTRG.11669	63.65	38.51	45.49	12.59	11.04	10.98
transcript4080	MSTRG.1167	22.48	19.69	28.43	30.63	32.58	36.63
transcript4081	MSTRG.1167	24.51	15.74	32.59	40.32	36.03	40.95
transcript34450	MSTRG.11670	0.00	0.00	0.00	0.00	0.00	0.00
transcript34454	MSTRG.11671	21.10	15.82	22.88	16.30	14.20	16.84
transcript34455	MSTRG.11671	0.00	0.00	0.00	0.00	0.00	0.00
transcript34460	MSTRG.11672	22.00	25.74	30.88	16.17	16.69	16.62
transcript34461	MSTRG.11672	13.52	14.95	17.95	10.00	9.84	15.48
transcript34465	MSTRG.11673	2.09	2.66	4.47	1.41	2.07	3.41
transcript34466	MSTRG.11673	38.80	36.46	53.43	28.00	23.74	33.62
transcript34467	MSTRG.11673	1.88	1.89	4.58	1.76	3.63	5.85
transcript34471	MSTRG.11675	35.46	27.34	41.28	55.94	51.32	61.82
transcript34477	MSTRG.11676	2.52	2.44	2.92	0.32	0.38	0.59
transcript34478	MSTRG.11677	16.15	15.26	19.68	3.73	4.42	5.89
transcript34479	MSTRG.11678	6.99	6.78	13.12	2.98	3.45	4.00
transcript34483	MSTRG.11679	18.12	19.28	26.53	16.54	16.78	18.57
transcript4082	MSTRG.1168	0.17	0.13	0.29	0.38	0.11	0.33
transcript34486	MSTRG.11680	12.24	14.04	18.30	11.53	9.75	13.74
transcript34487	MSTRG.11680	8.01	4.71	7.55	5.76	6.42	3.07
transcript34488	MSTRG.11681	0.00	0.00	0.00	0.00	0.00	0.00
transcript34489	MSTRG.11682	16.62	20.71	29.41	4.89	3.58	4.80
transcript34492	MSTRG.11683	10.06	10.80	12.91	11.02	11.17	10.44
transcript34496	MSTRG.11684	45.26	42.92	44.37	33.63	32.21	37.48
transcript34499	MSTRG.11685	6.09	5.35	8.12	1.36	1.36	1.90
transcript34500	MSTRG.11686	2.56	2.54	3.92	3.48	3.55	4.12
transcript34503	MSTRG.11687	8.02	2.96	6.24	6.13	4.52	4.19
transcript34506	MSTRG.11688	10.05	10.11	11.35	5.61	5.23	5.95
transcript34513	MSTRG.11689	0.31	0.71	1.25	0.91	0.33	0.00
transcript4083	MSTRG.1169	55.53	39.47	47.87	31.46	29.07	29.49
transcript34514	MSTRG.11690	4.25	3.21	5.21	10.88	9.92	9.88
transcript34515	MSTRG.11690	10.34	6.58	9.69	20.16	20.89	23.45
transcript34517	MSTRG.11691	15.17	10.31	17.45	0.43	0.51	0.44
transcript34518	MSTRG.11692	46.15	32.07	48.07	7.62	7.55	8.50
transcript34521	MSTRG.11693	156.74	100.20	101.19	218.77	222.28	225.31
transcript34522	MSTRG.11694	6.85	5.84	8.05	4.82	5.57	6.65
transcript34523	MSTRG.11694	8.91	6.78	9.97	10.67	10.24	13.53
transcript34525	MSTRG.11695	11.52	10.28	14.95	7.17	6.17	9.16
transcript34527	MSTRG.11696	27.59	18.95	23.79	24.50	19.83	21.01
transcript34530	MSTRG.11697	9.18	7.76	7.37	4.87	4.09	4.74
transcript34531	MSTRG.11697	35.52	26.81	30.41	27.40	20.74	17.63
transcript34532	MSTRG.11698	14.17	9.35	12.92	6.74	5.81	6.48
transcript34536	MSTRG.11699	27.65	29.74	21.82	2.31	2.27	1.80
transcript34537	MSTRG.11699	30.47	19.34	30.56	4.16	4.28	3.60
transcript621	MSTRG.117	1.50	0.74	0.65	3.94	3.03	1.20
transcript4084	MSTRG.1170	22.65	29.20	31.48	7.93	10.73	12.03
transcript34538	MSTRG.11700	2.49	2.17	0.76	1.48	0.70	1.66
transcript34539	MSTRG.11700	99.35	47.00	58.39	94.85	77.92	74.94
transcript34542	MSTRG.11701	9.94	11.94	16.07	8.05	7.40	10.63
transcript34544	MSTRG.11702	8.99	8.92	12.53	6.14	5.26	7.25
transcript34545	MSTRG.11703	14.13	11.68	24.83	35.20	33.80	45.56
transcript34554	MSTRG.11704	184.60	70.07	103.76	214.76	171.12	165.41
transcript34555	MSTRG.11705	5.78	6.80	11.79	2.78	1.95	2.51
transcript34556	MSTRG.11706	599.00	628.16	644.68	22.40	24.05	10.79
transcript34557	MSTRG.11707	3.93	5.58	7.95	3.59	6.05	4.32
transcript34558	MSTRG.11707	6.30	3.86	5.62	3.93	2.29	4.51
transcript34561	MSTRG.11708	5.11	5.96	5.12	5.30	3.33	6.27
transcript34562	MSTRG.11708	0.00	0.00	0.00	0.00	0.00	0.00
transcript34563	MSTRG.11709	21.53	17.83	22.87	22.87	20.33	19.74
transcript4089	MSTRG.1171	0.67	0.46	1.12	0.00	0.00	0.00
transcript34564	MSTRG.11710	44.69	42.60	65.10	50.44	50.67	57.34
transcript34566	MSTRG.11711	74.44	58.22	75.98	52.37	51.75	52.78
transcript34567	MSTRG.11712	0.00	0.00	0.00	0.00	0.00	0.00
transcript34568	MSTRG.11713	22.18	13.51	22.61	20.07	18.14	21.78
transcript34572	MSTRG.11714	40.93	52.21	77.02	29.25	30.16	33.48
transcript34575	MSTRG.11715	9.79	6.00	7.77	7.94	7.33	6.75
transcript34576	MSTRG.11715	0.00	0.00	0.00	0.00	0.00	0.00
transcript34579	MSTRG.11716	21.98	15.48	26.84	18.77	14.42	19.76
transcript34581	MSTRG.11717	14.41	13.66	21.39	26.92	24.45	32.59
transcript34583	MSTRG.11718	1.47	1.59	1.84	1.29	2.07	3.00
transcript34584	MSTRG.11718	1.69	0.97	2.27	1.82	1.55	2.09
transcript34585	MSTRG.11718	1.05	1.89	1.09	1.08	0.00	0.00
transcript34586	MSTRG.11719	0.02	0.00	0.00	0.03	0.03	0.00
transcript4093	MSTRG.1172	20.71	17.17	25.76	21.14	20.74	24.26
transcript34587	MSTRG.11720	20.60	16.73	17.49	1.62	1.04	1.22
